ID,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,bait,OG_category,XENLA_GeneNames,HUMAN_GeneNames,OG_annotation,OG_category_annotation
ENOG411CYZY,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,U,"tmed4.L, tmed9.L, tmed9.S","TMED9, TMED4",Transmembrane emp24 protein transport domain containing,Intracellular trafficing and secretion
ENOG411CRQM,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,J,rpl19.S,RPL19,ribosomal protein L19,Tranlsation
ENOG411CTVH,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,J,mrps9.L,MRPS9,mitochondrial ribosomal protein S9,Tranlsation
ENOG411CS4D,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,"rap1a.S, rap1b.L","RAP1B, RAP1A, NA",member of RAS oncogene family,Function Unknown
ENOG411CPDQ,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,A,"adar.L, adar.S, Xelaev18001677m.g",ADAR,"Adenosine deaminase, RNA-specific",RNA processing and modification
ENOG411DFF0,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,A,hnrnpa0.S,HNRNPA0,heterogeneous nuclear ribonucleoprotein,RNA processing and modification
ENOG411CXVN,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,K,"csde1.S, csde1.L",CSDE1,"Cold shock domain containing E1, RNA-binding",Transcription
ENOG411CWR3,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,A,"hnrnpr.S, hnrnpr.L, syncrip.L","SYNCRIP, HNRNPR, NA","synaptotagmin binding, cytoplasmic RNA interacting protein",RNA processing and modification
ENOG411CV0Z,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,I,acaa1.L,ACAA1,acetyl-CoA acyltransferase 1,Lipid metabolism
ENOG411CRMU,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,U,surf4.1.L,SURF4,Surfeit 4,Intracellular trafficing and secretion
ENOG411D5XU,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,C,NA,NA,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain. Minor subunit located with subunit a in the membrane (By similarity)",Energy production and conversion
ENOG411CRW1,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,B,"Xelaev18020106m.g, Xelaev18000500m.g","ASF1A, ASF1B",ASF1 anti-silencing function 1 homolog,Chromatin Structure and dynamics
ENOG411CR6C,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,T,"gnaq.S, gna14.S","GNAQ, GNA11, GNA14",Guanine nucleotide binding protein (G protein),Signal Transduction
ENOG411D3MJ,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,None,MICOS13,Chromosome 19 open reading frame 70,Function Unknown
ENOG411D3M4,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,C,"Xelaev18002847m.g, Xelaev18010362m.g",ATP6V1G1,"ATPase, H transporting, lysosomal 13kDa, V1 subunit G1",Energy production and conversion
ENOG411D3HJ,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,loc100493614.S,NA,Intermediate filament protein,Function Unknown
ENOG411D3DP,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,O,"loc734071.S, loc734071.L",NA,Microsomal glutathione S-transferase,Post-translational modification
ENOG411D35W,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,NA,KRTCAP2,Keratinocyte associated protein 2,Function Unknown
ENOG411CX0W,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,W,"adam10.S, adam10.L",ADAM10,ADAM metallopeptidase domain 10,NA
ENOG411D09B,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,C,ndufb10.L,NDUFB10,"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 10, 22kDa",Energy production and conversion
ENOG411CYF0,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,"tgs1.S, tgs1.L",TGS1,trimethylguanosine synthase 1,Function Unknown
ENOG411D0BP,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,LT,NA,NA,deoxyribodipyrimidine photo-lyase-like,NA
ENOG411CRQB,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,zc3h15.S,ZC3H15,Zinc finger CCCH-type containing 15,Function Unknown
ENOG411CYK0,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,NA,GPNMB,Glycoprotein (Transmembrane) nmb,Function Unknown
ENOG411CQ49,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,K,NA,BTF3L4,Basic transcription factor 3-like 4,Transcription
ENOG411CS6U,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,C,Xelaev18001106m.g,MT-ND1,Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone,Energy production and conversion
ENOG411CU5N,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,S,NA,CD53,CD53 molecule,Function Unknown
ENOG411CR23,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,V,serpinh1.L,SERPINH1,"Serpin peptidase inhibitor, clade H (Heat shock protein 47), member 1, (Collagen binding protein 1)",NA
ENOG411CWPC,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,U,tmed2.S,TMED2,transmembrane emp24 domain trafficking protein 2,Intracellular trafficing and secretion
ENOG411DDUV,2,2,-1.1413818093972703,-0.19078147557270464,-0.15201274385007693,heatr2,GM,None,NA,NmrA-like family domain containing 1,NA
ENOG411CVGN,20,22,-1.0421312172757684,-0.059536942294451986,-0.17127774242497787,heatr2,F,NA,UMPS,Uridine monophosphate synthetase,Nucleotide metabolism and transport
ENOG411D0AM,12,13,-1.059854537297465,-0.08386627165619263,-0.17179623656778686,heatr2,C,"ndufv2.S, ndufv2.L",NDUFV2,NADH dehydrogenase ubiquinone flavoprotein 2,Energy production and conversion
ENOG411CYVD,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,F,"Xelaev18004814m.g, Xelaev18020022m.g",NPM1,"Nucleophosmin (Nucleolar phosphoprotein B23, numatrin)",Nucleotide metabolism and transport
ENOG411CQI7,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,G,"nsdhl.S, nsdhl.L",NSDHL,NAD(P) dependent steroid dehydrogenase-like,Carbohydrate metabolism and transport
ENOG411CR3F,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,S,None,NA,Dynamin family,Function Unknown
ENOG411CX7K,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,K,"xrn2.S, xrn2.L",XRN2,5'-3' exoribonuclease 2,Transcription
ENOG411CV02,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,T,bsg.S,BSG,basigin (Ok blood group),Signal Transduction
ENOG411D4ST,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,T,"marcks.S, marcks.L",MARCKS,myristoylated alanine-rich protein kinase C substrate,Signal Transduction
ENOG411D1CM,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,srp72.L,SRP72,Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity),Intracellular trafficing and secretion
ENOG411CQ5J,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,C,cox4i2.S,COX4I2,cytochrome c oxidase subunit IV isoform 2 (lung),Energy production and conversion
ENOG411D3SZ,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,DO,dad1.L,DAD1,Defender against cell death 1,NA
ENOG411CS84,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,J,lars2.L,LARS2,"Leucyl-tRNA synthetase 2, mitochondrial",Tranlsation
ENOG411CUNC,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,vac14.L,VAC14,vac14 homolog (S. cerevisiae),Intracellular trafficing and secretion
ENOG411CWQ6,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,"stim1.S, stim1.L",STIM1,stromal interaction molecule 1,Intracellular trafficing and secretion
ENOG411CQM2,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,S,"marc1-like.L, loc100487963.L, loc100487963.S","MARC1, MARC2, NA",Mitochondrial amidoxime reducing component,Function Unknown
ENOG411CXYY,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,J,mrps5.L,MRPS5,mitochondrial ribosomal protein S5,Tranlsation
ENOG411CTKQ,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,NA,RAB13,"RAB13, member RAS oncogene family",Intracellular trafficing and secretion
ENOG411CQZV,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,Z,"dctn4.L, dctn4.S",DCTN4,Dynactin 4 (P62),Cytoskeleton
ENOG411CVHE,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,S,pus7.L,PUS7,pseudouridylate synthase 7 homolog (S. cerevisiae),Function Unknown
ENOG411CYPV,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,NA,RAB18,"RAB18, member RAS oncogene family",Intracellular trafficing and secretion
ENOG411CYC7,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,H,NA,NAMPT,Nicotinamide phosphoribosyltransferase,Coenzyme metabolis
ENOG411CVGW,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,U,"lmf2.S, lmf2.L",LMF2,Lipase maturation factor 2,Intracellular trafficing and secretion
ENOG411CXPT,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,I,"gnpat.S, loc100494829.S, gnpat.L",GNPAT,Glycerone-phosphate O-acyltransferase,Lipid metabolism
ENOG411CW4Z,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,O,"dnaja4.1.S, dnaja1.S, dnaja4.1.L","DNAJA1, DNAJA4","DnaJ (Hsp40) homolog, subfamily A, member",Post-translational modification
ENOG411CZ1T,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,J,NA,MRPS34,mitochondrial ribosomal protein S34,Tranlsation
ENOG411CX51,3,3,-1.14138180939727,-0.19078147557270447,-0.18618263347176414,heatr2,C,"agps.S, agps.L",AGPS,alkylglycerone phosphate synthase,Energy production and conversion
ENOG411CPQV,21,23,-1.0462666586141645,-0.06525059348884586,-0.19027610773089385,heatr2,E,cndp2.L,CNDP2,CNDP dipeptidase 2 (Metallopeptidase M20 family),Amino Acid metabolis and transport
ENOG411CTCC,13,14,-1.0652896887707857,-0.09124580202179039,-0.19458152492018915,heatr2,O,psmd6.S,PSMD6,"Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 6",Post-translational modification
ENOG411CWIP,13,14,-1.0652896887707857,-0.09124580202179039,-0.19458152492018915,heatr2,O,fkbp10.S,FKBP10,"FK506 binding protein 10, 65 kDa",Post-translational modification
ENOG411CTW2,13,14,-1.0652896887707857,-0.09124580202179039,-0.19458152492018915,heatr2,Z,NA,PFN1,profilin 1,Cytoskeleton
ENOG411CT9H,22,24,-1.0500712646454886,-0.070487241854993,-0.20852726006066546,heatr2,C,NA,NDUFV1,NADH dehydrogenase (ubiquinone) flavoprotein 1,Energy production and conversion
ENOG411CVXR,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,L,"rpa1.L, rpa1.S",RPA1,"Replication protein A1, 70kDa",Replication and repair
ENOG411CPGJ,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,U,NA,RAB14,RAB14 member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CRJZ,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,A,"fubp3.S, fubp3.L","FUBP1, FUBP3",Far upstream element (FUSE) binding protein,RNA processing and modification
ENOG411DFHA,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,L,"toe1.S, toe1.L",NA,"Target of EGR1, member 1 (Nuclear)",Replication and repair
ENOG411DGHE,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,S,gnb1.L,NA,"Guanine nucleotide binding protein (G protein), beta polypeptide 1",Function Unknown
ENOG411CX5P,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,Q,decr1.L,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial",Secondary Structure
ENOG411D3JZ,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,C,ndufs6.L,NDUFS6,"NADH dehydrogenase (ubiquinone) Fe-S protein 6, 13kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411CUR3,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,C,nqo1.L,"NQO1, NQO2",NAD(P)H dehydrogenase (quinone),Energy production and conversion
ENOG411CSW2,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,U,"ssr4.S, ssr4.L",SSR4,"Signal sequence receptor, delta",Intracellular trafficing and secretion
ENOG411D3KT,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,J,rps26.S,"RPS26, RPS26P11",ribosomal protein S26,Tranlsation
ENOG411CYBU,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,P,"Xelaev18035359m.g, Xelaev18013890m.g",CLNS1A,"Chloride channel, nucleotide-sensitive, 1A",Inorganic ion transport and metabolism
ENOG411CVTM,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,O,"fntb.S, fntb.L",FNTB,"Farnesyltransferase, CAAX box, beta",Post-translational modification
ENOG411CVXU,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,U,sar1a.L,"SAR1A, SAR1B",SAR1 homolog B (S. cerevisiae),Intracellular trafficing and secretion
ENOG411DFZN,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,I,eci1.S,NA,Enoyl-CoA delta isomerase 1,Lipid metabolism
ENOG411CXK8,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,U,srp68.S,SRP68,Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane (By similarity),Intracellular trafficing and secretion
ENOG411D3NT,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,J,rpl36a.L,"RPL36A, RPL36AL",ribosomal protein,Tranlsation
ENOG411CQAC,4,4,-1.14138180939727,-0.19078147557270447,-0.21499189083415365,heatr2,O,NA,PSMD14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",Post-translational modification
ENOG411CSR9,14,15,-1.0700454463099407,-0.09767207118122316,-0.21599688689317173,heatr2,J,NA,RPS6,40S ribosomal protein S6,Tranlsation
ENOG411CRNS,54,60,-1.0291147461778665,-0.04140385153447801,-0.2266653656660019,heatr2,S,"vwa5a-like.S, vwa5a-like.L, loc101734365.L",VWA5A,von Willebrand factor A domain containing 5A,Function Unknown
ENOG411CSTZ,15,16,-1.0742417029621367,-0.10331863432236522,-0.23623339877884775,heatr2,G,pgm3.L,PGM3,Phosphoglucomutase 3,Carbohydrate metabolism and transport
ENOG411CZTZ,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,A,alyref.S,ALYREF,Aly REF export factor,RNA processing and modification
ENOG411CU8F,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,U,loc549012.L,TMED10,transmembrane emp24-like trafficking protein 10 (yeast),Intracellular trafficing and secretion
ENOG411CSZB,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,U,"rab2a.S, rab2a.L, rab2b.L","RAB2A, RAB2B",member RAS oncogene family,Intracellular trafficing and secretion
ENOG411CYRJ,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,T,"prkcsh.L, prkcsh.S",PRKCSH,Protein kinase C substrate 80K-H,Signal Transduction
ENOG411CX4E,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,T,NA,CPNE1,RNA binding motif protein 12,Signal Transduction
ENOG411CVPK,5,5,-1.1413818093972703,-0.19078147557270464,-0.24037573695449752,heatr2,B,"smarcc1.L, smarcc1.S, smarcc2.L, smarcc2.S","SMARCC1, SMARCC2","SWI SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member",Chromatin Structure and dynamics
ENOG411CZW4,16,17,-1.0779717088751997,-0.10831931538073182,-0.2554440693924116,heatr2,S,"Xelaev18042362m.g, Xelaev18039061m.g",EML2,Echinoderm microtubule associated protein like,Function Unknown
ENOG411CY1M,16,17,-1.0779717088751997,-0.10831931538073182,-0.2554440693924116,heatr2,J,"Xelaev18000424m.g, Xelaev18038083m.g","RPL10, RPL10L",ribosomal protein,Tranlsation
ENOG411D2XD,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,P,NA,SOD1,Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity),Inorganic ion transport and metabolism
ENOG411CW0B,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,C,NA,CYC1,Cytochrome c1,Energy production and conversion
ENOG411CTWR,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,G,galk2.L,GALK2,Galactokinase 2,Carbohydrate metabolism and transport
ENOG411CZCC,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,L,NA,FEN1,"Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA",Replication and repair
ENOG411CQF2,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,U,"Xelaev18046289m.g, Xelaev18046282m.g",VAPB,VAMP (vesicle-associated membrane protein)-associated protein B and C,Intracellular trafficing and secretion
ENOG411CP6N,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,S,"ndrg2.S, ndrg2.L, Xelaev18022839m.g","NDRG2, NDRG4",NDRG family member,Function Unknown
ENOG411CWXR,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,S,"gnl1.S, gnl1.L",GNL1,Guanine nucleotide binding protein-like 1,Function Unknown
ENOG411CSD8,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,A,puf60.L,PUF60,Poly-U binding splicing factor 60KDa,RNA processing and modification
ENOG411D3WV,6,6,-1.1413818093972703,-0.19078147557270464,-0.26332663870593603,heatr2,J,rpl34.L,RPL34,ribosomal protein L34,Tranlsation
ENOG411CQ0F,42,46,-1.0442429320017579,-0.06245737859716515,-0.2692760522687992,heatr2,I,"nnt.S, Xetrov90008802m.S",NNT,Nicotinamide nucleotide transhydrogenase,Lipid metabolism
ENOG411CQFA,17,18,-1.0813090825868876,-0.1127789635714316,-0.2737533257324338,heatr2,J,NA,RPS13,Ribosomal protein S13,Tranlsation
ENOG411CR6T,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,E,NA,GCDH,Glutaryl-CoA dehydrogenase,Amino Acid metabolis and transport
ENOG411CYYH,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,Y,nolc1.L,NOLC1,nucleolar and coiled-body phosphoprotein 1,Nuclear structure
ENOG411DD9H,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,T,Xelaev18002199m.g,NA,"Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosphorylate hundreds of biological targets. Protein phosphatase 1 (PP1) is essential for cell division, and participates in the regulation of glycogen metabolism, muscle contractility and protein synthesis. Involved in regulation of ionic conductances and long-term synaptic plasticity. May play an important role in dephosphorylating substrates such as the postsynaptic density-associated Ca(2 ) calmodulin dependent protein kinase II. Component of the PTW PP1 phosphatase complex, which plays a role in the control of chromatin structure and cell cycle progression during the transition from mitosis into interphase. Regulates NEK2 function in terms of kinase activity and centrosome number and splitting, both in the presence and absence of radiation-induced DNA damage. Regulator of neural tube and optic fissure closure, and enteric neural crest cell (ENCCs) migration during development",Signal Transduction
ENOG411CT6N,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,J,rps15.S,RPS15,ribosomal protein S15,Tranlsation
ENOG411CT43,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,I,"plcb4.L, plcb4.S",PLCB4,"phospholipase C, beta 4",Lipid metabolism
ENOG411CPK3,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,O,psma4.L,PSMA4,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)",Post-translational modification
ENOG411DAI7,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,C,surf1.L,NA,surfeit 1,Energy production and conversion
ENOG411CRU2,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,T,"cpne2.S, cpne2-like.L, cpne3.S","CPNE3, CPNE2",copine III,Signal Transduction
ENOG411CSAB,7,7,-1.14138180939727,-0.19078147557270447,-0.2844341480932349,heatr2,J,mrps35.S,MRPS35,Mitochondrial ribosomal protein S35,Tranlsation
ENOG411CSRW,18,19,-1.0843127189274067,-0.1167808941289276,-0.29126372456132604,heatr2,S,"Xelaev18014005m.g, Xelaev18016554m.g, Xelaev18014009m.g, Xelaev18014004m.g, Xelaev18014011m.g, aloxe3.L","ALOXE3, ALOX15B, ALOX12B",arachidonate,Function Unknown
ENOG411CVG9,18,19,-1.0843127189274067,-0.1167808941289276,-0.29126372456132604,heatr2,J,eif3l.S,EIF3L,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is required for several steps in the initiation of protein synthesis. The eIF-3 complex associates with the 40S ribosome and facilitates the recruitment of eIF-1, eIF-1A, eIF-2 GTP methionyl-tRNAi and eIF-5 to form the 43S preinitiation complex (43S PIC). The eIF-3 complex stimulates mRNA recruitment to the 43S PIC and scanning of the mRNA for AUG recognition. The eIF-3 complex is also required for disassembly and recycling of post-termination ribosomal complexes and subsequently prevents premature joining of the 40S and 60S ribosomal subunits prior to initiation",Tranlsation
ENOG411CRRE,8,8,-1.1413818093972703,-0.19078147557270464,-0.3040823786976017,heatr2,J,sars.S,SARS,seryl-tRNA synthetase,Tranlsation
ENOG411CQFS,8,8,-1.1413818093972703,-0.19078147557270464,-0.3040823786976017,heatr2,J,gspt1.S,"GSPT2, GSPT1",G1 to S phase transition,Tranlsation
ENOG411D4B7,8,8,-1.1413818093972703,-0.19078147557270464,-0.3040823786976017,heatr2,J,NA,RPS25,ribosomal protein S25,Tranlsation
ENOG411CPTE,28,30,-1.0677442733071236,-0.09456616031340141,-0.30560402758946753,heatr2,J,rplp0.L,"RPLP0, RPLP0P6","Ribosomal protein, large, P0",Tranlsation
ENOG411CR9I,84,93,-1.0321005723273187,-0.04558356003276885,-0.3075015334136009,heatr2,I,"acad9.S, acadvl.L","ACADVL, ACAD9",acyl-CoA dehydrogenase,Lipid metabolism
ENOG411CWQQ,9,9,-1.14138180939727,-0.19078147557270447,-0.32253812832087986,heatr2,J,NA,RPL27A,Ribosomal protein L27a,Tranlsation
ENOG411DGJD,9,9,-1.14138180939727,-0.19078147557270447,-0.32253812832087986,heatr2,T,"ppp4r1.L, ppp4r1l.L, ppp4r1.S, ppp4r1l.S",NA,"phosphatase 4, regulatory subunit",Signal Transduction
ENOG411CRXQ,9,9,-1.14138180939727,-0.19078147557270447,-0.32253812832087986,heatr2,Q,"loc100494106.L, loc100145695.L, Xelaev18025673m.g, Xetrov90015306m.L, loc100490476.L, Xelaev18025674m.g, loc100124967.L, Xelaev18028190m.g, MGC69416.L, loc100487893.L, Xelaev18028178m.g, Xelaev18032541m.g, cyp2c18.L, loc100497657-like.L, loc100145541.L, loc101733629.L, loc101730237.L, Xelaev18032542m.g, loc548374-like.L, cyp2d6.L, loc100494424-like.L, Xelaev18034130m.g, cyp2c18.S, Xetrov90012351m.S, loc100496620.L, loc100497184.L, cyp2a6.L, cyp2w1.L, Xetrov90012386m.S, Xelaev18028186m.g, cyp2a13.L, cyp2e1.L, loc100486002.L, Xelaev18028177m.g, Xelaev18039324m.g, cyp2f2.L, Xelaev18042540m.g, Xelaev18028181m.g, Xelaev18030171m.g, cyp2c8.S, Xelaev18032543m.g, loc100495517.S, Xelaev18028188m.g, Xelaev18028180m.g, Xelaev18028191m.g, loc100491773.L","CYP2A13, CYP2A6, CYP2A7, CYP2F1, CYP2J2, CYP2E1, CYP2D6, CYP2D7, NA, CYP2G1P",Cytochrome P450 family 2 subfamily,Secondary Structure
ENOG411CR66,9,9,-1.14138180939727,-0.19078147557270447,-0.32253812832087986,heatr2,A,nop58.S,NOP58,NOP58 ribonucleoprotein homolog (yeast),RNA processing and modification
ENOG411CR0G,20,21,-1.0895008180610306,-0.12366727971416756,-0.3242166792484026,heatr2,U,arcn1.L,ARCN1,Archain 1,Intracellular trafficing and secretion
ENOG411CPA9,20,21,-1.0895008180610306,-0.12366727971416756,-0.3242166792484026,heatr2,J,rpl12.L,RPL12,Ribosomal protein L12,Tranlsation
ENOG411CX3D,38,41,-1.0598545372974653,-0.08386627165619263,-0.32441894380659886,heatr2,C,"ndufs2.L, ndufs2.S",NDUFS2,"NADH dehydrogenase (Ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)",Energy production and conversion
ENOG411CTA8,30,32,-1.0722071542822842,-0.10058366660112636,-0.3342461836525666,heatr2,C,"Xelaev18047395m.g, Xelaev18012152m.g, idh2.L, idh2.S","IDH2, IDH1",Isocitrate dehydrogenase NADP,Energy production and conversion
ENOG411CZMG,21,22,-1.0917565133365195,-0.1266511381529891,-0.3397926986415006,heatr2,O,"nsf.S, nsf.L",NSF,N-ethylmaleimide-sensitive factor,Post-translational modification
